chr	start	end	length	CpGcount	GCcontent	pctGC	obsExp
chr1	1058975	1059145	171	12	88	0.515	1.199
chr1	1059382	1059674	293	17	109	0.372	1.742
chr1	1081221	1081335	115	9	58	0.504	1.244
chr1	1081531	1082237	707	47	326	0.461	1.292
chr1	1104863	1105154	292	22	141	0.483	1.328
chr1	1105662	1105841	180	19	93	0.517	1.597
chr1	1114499	1114674	176	11	76	0.432	1.388
chr1	1120436	1120569	134	15	78	0.582	1.517
chr1	1121982	1122139	158	13	80	0.506	1.337
chr1	1125570	1125674	105	15	63	0.6	1.831
chr1	1140927	1141070	144	14	75	0.521	1.44
chr1	1144396	1144540	145	11	65	0.448	1.54
chr1	1156959	1157072	114	15	62	0.544	1.787
chr1	1161637	1161873	237	19	133	0.561	1.031
chr1	1184350	1184410	61	7	36	0.59	1.428
chr1	1184674	1184950	277	22	127	0.458	1.546
chr1	1191298	1191410	113	10	52	0.46	1.712
chr1	1191541	1191744	204	19	104	0.51	1.438
chr1	1193822	1194068	247	13	96	0.389	1.399
chr1	1207683	1207763	81	12	50	0.617	1.555
chr1	1211520	1211873	354	34	174	0.492	1.592
chr1	1216198	1216354	157	12	75	0.478	1.359
chr1	1237387	1237729	343	20	156	0.455	1.128
chr1	1237894	1238866	973	63	451	0.464	1.207
chr1	1251455	1251617	163	16	77	0.472	1.774
chr1	1261615	1261756	142	11	58	0.408	1.857
chr1	1280530	1280673	144	11	64	0.444	1.553
chr1	1301065	1301286	222	18	122	0.55	1.104
chr1	1304939	1305482	544	43	261	0.48	1.396
chr1	1305704	1305819	116	12	48	0.414	2.421
chr1	1307081	1307281	201	12	76	0.378	1.748
chr1	1308000	1308159	160	11	65	0.406	1.76
chr1	1313714	1313836	123	13	61	0.496	1.801
chr1	1321697	1321852	156	11	68	0.436	1.484
chr1	1334583	1334879	297	22	138	0.465	1.431
chr1	1364656	1364964	309	26	150	0.485	1.496
chr1	1368691	1368988	298	20	136	0.456	1.293
chr1	1390875	1391298	424	27	192	0.453	1.287
chr1	1391724	1392028	305	20	138	0.452	1.303
chr1	1398751	1398998	248	23	138	0.556	1.501
chr1	1431848	1432162	315	21	155	0.492	1.104
chr1	1436208	1437361	1154	107	569	0.493	1.536
chr1	1441296	1441494	199	18	90	0.452	1.958
chr1	1441985	1442302	318	18	132	0.415	1.352
chr1	1444674	1445217	544	24	211	0.388	1.229
chr1	1454402	1454522	121	10	55	0.455	1.601
chr1	1469153	1469337	185	10	79	0.427	1.318
chr1	1469731	1470336	606	60	325	0.536	1.406
chr1	1482951	1483233	283	17	123	0.435	1.272
chr1	1483446	1483727	282	19	129	0.457	1.338
chr1	1486397	1486535	139	15	70	0.504	1.715
chr1	1515879	1516014	136	11	68	0.5	1.295
chr1	1523666	1523926	261	18	111	0.425	1.526
chr1	1534112	1534438	327	26	159	0.486	1.354
chr1	1536464	1536739	276	22	133	0.482	1.377
chr1	1537104	1537215	112	10	58	0.518	1.391
chr1	1543845	1544090	246	30	135	0.549	1.631
chr1	1547228	1547801	574	51	272	0.474	1.597
chr1	1550215	1550312	98	13	53	0.541	1.83
chr1	1551318	1551416	99	9	55	0.556	1.248
chr1	1569485	1570093	609	59	314	0.516	1.496
chr1	1576996	1577126	131	11	59	0.45	1.679
chr1	1590395	1590760	366	33	192	0.525	1.376
chr1	1598387	1598503	117	10	55	0.47	1.671
chr1	1625061	1625143	83	9	38	0.458	2.075
chr1	1637397	1638032	636	46	289	0.454	1.497
chr1	1646764	1647055	292	26	146	0.5	1.464
chr1	1663370	1663599	230	28	119	0.517	1.835
chr1	1665946	1666942	997	74	484	0.485	1.261
chr1	1667535	1667704	170	17	99	0.582	1.182
chr1	1682546	1682866	321	31	173	0.539	1.346
chr1	1694711	1694834	124	13	62	0.5	1.832
chr1	1705993	1706088	96	5	35	0.365	1.818
chr1	1713618	1713714	97	10	51	0.526	1.52
chr1	1721553	1721889	337	22	169	0.501	1.052
chr1	1729444	1729991	548	29	218	0.398	1.425
chr1	1732928	1733153	226	18	108	0.478	1.407
chr1	1742345	1742528	184	13	83	0.451	1.394
chr1	1744888	1745284	397	34	201	0.506	1.346
chr1	1748495	1748800	306	32	162	0.529	1.496
chr1	1797119	1797377	259	14	115	0.444	1.127
chr1	1820931	1821305	375	36	204	0.544	1.299
chr1	1824609	1824915	307	34	174	0.567	1.379
chr1	1826944	1827198	255	25	141	0.553	1.283
chr1	1845987	1846113	127	12	58	0.457	1.847
chr1	1877228	1877494	267	14	108	0.404	1.282
chr1	1922401	1922516	116	12	61	0.526	1.622
chr1	1933663	1933919	257	21	126	0.49	1.361
chr1	1940302	1940526	225	16	95	0.422	1.596
chr1	1945103	1945406	304	24	157	0.516	1.21
chr1	1953861	1954136	276	22	139	0.504	1.265
chr1	1969377	1969600	224	17	100	0.446	1.601
chr1	1978271	1978462	192	13	84	0.438	1.418
chr1	2012751	2013442	692	59	355	0.513	1.306
chr1	2025379	2025923	545	35	255	0.468	1.191
chr1	2027718	2027835	118	9	54	0.458	1.532
chr1	2077459	2077827	369	25	160	0.434	1.447
chr1	2081838	2082022	185	14	76	0.411	1.839
chr1	2090327	2091322	996	97	551	0.553	1.31
chr1	2135414	2135729	316	21	146	0.462	1.411
chr1	2139667	2140603	937	66	465	0.496	1.154
chr1	2141497	2141598	102	8	42	0.412	1.867
chr1	2143317	2143484	168	16	91	0.542	1.345
chr1	2148566	2149017	452	31	221	0.489	1.16
chr1	2151009	2151693	685	57	325	0.474	1.496
chr1	2151839	2152521	683	53	345	0.505	1.231
chr1	2155519	2155948	430	27	185	0.43	1.358
chr1	2160151	2160570	420	34	220	0.524	1.2
chr1	2168392	2168485	94	6	40	0.426	1.424
chr1	2174236	2174668	433	39	239	0.552	1.183
chr1	2188033	2188281	249	32	148	0.594	1.462
chr1	2193615	2193842	228	21	118	0.518	1.395
chr1	2194596	2195706	1111	89	573	0.516	1.212
chr1	2199444	2199680	237	18	127	0.536	1.226
chr1	2200149	2200304	156	11	64	0.41	1.677
chr1	2204487	2204690	204	18	108	0.529	1.295
chr1	2211680	2212321	642	69	350	0.545	1.447
chr1	2215343	2215447	105	9	52	0.495	1.776
chr1	2221991	2222600	610	50	287	0.47	1.486
chr1	2224277	2224717	441	30	216	0.49	1.135
chr1	2226314	2226961	648	56	320	0.494	1.438
chr1	2227727	2228471	745	66	392	0.526	1.339
chr1	2228605	2228834	230	16	106	0.461	1.312
chr1	2232881	2233146	266	18	120	0.451	1.348
chr1	2238771	2238922	152	13	68	0.447	1.709
chr1	2239379	2239510	132	12	63	0.477	1.647
chr1	2244608	2244746	139	12	70	0.504	1.543
chr1	2248503	2248872	370	32	197	0.532	1.27
chr1	2275140	2275323	184	21	101	0.549	1.516
chr1	2276116	2276331	216	15	89	0.412	1.753
chr1	2281201	2281655	455	34	238	0.523	1.256
chr1	2281843	2282685	843	64	390	0.463	1.519
chr1	2282867	2283145	279	15	117	0.419	1.238
chr1	2299376	2299554	179	17	94	0.525	1.457
chr1	2299950	2300020	71	5	35	0.493	1.241
chr1	2304990	2305327	338	18	149	0.441	1.099
chr1	2305728	2305905	178	16	80	0.449	1.899
chr1	2314254	2314578	325	20	157	0.483	1.06
chr1	2349287	2350223	937	74	459	0.49	1.319
chr1	2367655	2367772	118	9	65	0.551	1.301
chr1	2367895	2368300	406	22	180	0.443	1.111
chr1	2395414	2396336	923	84	463	0.502	1.447
chr1	2399952	2400204	253	23	126	0.498	1.472
chr1	2413327	2413469	143	13	79	0.552	1.201
chr1	2414403	2414755	353	31	182	0.516	1.345
chr1	2428151	2428401	251	20	125	0.498	1.287
chr1	2432099	2432340	242	20	109	0.45	1.63
chr1	2432597	2432718	122	10	54	0.443	1.694
chr1	2437354	2437624	271	16	117	0.432	1.444
chr1	2443904	2444031	128	12	61	0.477	1.655
chr1	2474632	2474874	243	23	122	0.502	1.683
chr1	2510929	2511060	132	13	63	0.477	1.833
chr1	2522834	2522934	101	7	41	0.406	1.942
chr1	2559968	2560210	243	17	123	0.506	1.166
chr1	2563382	2563866	485	37	220	0.454	1.485
chr1	2580383	2580544	162	13	92	0.568	0.995
chr1	2583796	2583983	188	11	76	0.404	1.436
chr1	2589125	2590187	1063	90	553	0.52	1.253
chr1	2608400	2608753	354	29	183	0.517	1.262
chr1	2620719	2621341	623	71	338	0.543	1.578
chr1	2623260	2623437	178	12	89	0.5	1.102
chr1	2645707	2646009	303	24	159	0.525	1.251
chr1	2672513	2672690	178	24	103	0.579	1.612
chr1	2721540	2721871	332	29	167	0.503	1.461
chr1	2752319	2752861	543	51	280	0.516	1.419
chr1	2760336	2760556	221	11	85	0.385	1.348
chr1	2771270	2771385	116	11	59	0.509	1.477
chr1	2789524	2789962	439	22	176	0.401	1.26
chr1	2792439	2792618	180	15	95	0.528	1.198
chr1	2792997	2793314	318	19	149	0.469	1.095
chr1	2799948	2800098	151	10	72	0.477	1.173
chr1	2800227	2800496	270	15	97	0.359	1.776
chr1	2809027	2809471	445	43	220	0.494	1.583
chr1	2824752	2825234	483	40	221	0.458	1.585
chr1	2838817	2838945	129	10	65	0.504	1.229
chr1	2873747	2874016	270	15	120	0.444	1.125
chr1	2877795	2878146	352	30	180	0.511	1.443
chr1	2888565	2889360	796	53	369	0.464	1.246
chr1	2891056	2891217	162	17	80	0.494	1.793
chr1	2926767	2926876	110	11	46	0.418	2.359
chr1	2927795	2928163	369	34	182	0.493	1.542
chr1	2931902	2932046	145	9	64	0.441	1.306
chr1	2932855	2932989	135	16	72	0.533	1.672
chr1	2945993	2946231	239	14	96	0.402	1.453
chr1	2950694	2950796	103	10	57	0.553	1.268
chr1	2951826	2952379	554	41	273	0.493	1.221
chr1	2967212	2967649	438	25	209	0.477	1.008
chr1	2989621	2990140	520	57	272	0.523	1.625
chr1	2994367	2994535	169	13	85	0.503	1.221
chr1	3018149	3018448	300	18	124	0.413	1.418
chr1	3031424	3031705	282	23	125	0.443	1.661
chr1	3034004	3034165	162	16	74	0.457	1.916
chr1	3034290	3034388	99	9	44	0.444	1.856
chr1	3061929	3062045	117	8	49	0.419	1.565
chr1	3071704	3072014	311	31	173	0.556	1.35
chr1	3157785	3157925	141	14	82	0.582	1.306
chr1	3158451	3158862	412	35	199	0.483	1.458
chr1	3239312	3239391	80	6	41	0.512	1.159
chr1	3241075	3241353	279	29	155	0.556	1.349
chr1	3244271	3244426	156	15	82	0.526	1.48
chr1	3252446	3253724	1279	88	588	0.46	1.308
chr1	3266019	3266225	207	20	117	0.565	1.225
chr1	3270309	3270530	222	15	122	0.55	0.911
chr1	3271124	3271936	813	61	391	0.481	1.339
chr1	3295871	3296074	204	11	76	0.373	1.571
chr1	3296249	3296392	144	11	64	0.444	1.561
chr1	3343805	3343932	128	11	56	0.438	1.798
chr1	3355702	3356257	556	37	255	0.459	1.276
chr1	3363858	3363964	107	13	64	0.598	1.627
chr1	3370600	3370858	259	29	146	0.564	1.423
chr1	3394441	3394690	250	23	136	0.544	1.299
chr1	3396610	3396971	362	26	171	0.472	1.304
chr1	3401074	3401156	83	8	43	0.518	1.456
chr1	3412662	3412805	144	14	71	0.493	1.723
chr1	3419157	3419328	172	13	82	0.477	1.536
chr1	3430370	3430581	212	19	104	0.491	1.51
chr1	3442529	3442963	435	45	213	0.49	1.73
chr1	3443487	3443724	238	18	99	0.416	1.779
chr1	3449791	3450365	575	43	276	0.48	1.302
chr1	3484341	3485306	966	61	453	0.469	1.163
chr1	3485609	3485745	137	12	68	0.496	1.529
chr1	3486137	3486589	453	45	235	0.519	1.625
chr1	3487705	3487839	135	15	75	0.556	1.453
chr1	3493349	3493647	299	32	160	0.535	1.495
chr1	3503655	3503836	182	12	90	0.495	1.092
chr1	3527681	3527884	204	17	101	0.495	1.421
chr1	3540283	3540739	457	25	199	0.435	1.158
chr1	3541776	3541864	89	8	43	0.483	1.611
chr1	3542214	3542493	280	21	130	0.464	1.393
chr1	3546887	3547022	136	12	64	0.471	1.6
chr1	3547639	3547763	125	10	59	0.472	1.471
chr1	3550357	3550538	182	18	101	0.555	1.314
chr1	3553925	3554480	556	40	249	0.448	1.471
chr1	3558487	3558654	168	15	88	0.524	1.326
chr1	3563024	3563214	191	21	99	0.518	1.637
chr1	3592046	3592353	308	29	166	0.539	1.3
chr1	3612624	3613024	401	30	197	0.491	1.271
chr1	3625976	3626304	329	33	179	0.544	1.456
chr1	3659279	3659508	230	22	119	0.517	1.52
chr1	3679887	3680469	583	40	289	0.496	1.118
chr1	3709450	3709617	168	8	70	0.417	1.387
chr1	3710146	3710314	169	11	67	0.396	1.744
chr1	3719055	3719439	385	32	195	0.506	1.362
chr1	3730476	3730605	130	12	58	0.446	1.864
chr1	3755991	3756244	254	20	123	0.484	1.369
chr1	3756407	3756908	502	35	245	0.488	1.19
chr1	3758802	3759106	305	21	128	0.42	1.564
chr1	3760109	3760478	370	31	171	0.462	1.63
chr1	3760612	3761344	733	54	356	0.486	1.249
chr1	3763471	3763855	385	24	171	0.444	1.422
chr1	3764116	3764412	297	18	134	0.451	1.218
chr1	3764628	3764869	242	12	90	0.372	1.509
chr1	3777942	3778215	274	31	146	0.533	1.594
chr1	3779076	3779443	368	30	194	0.527	1.195
chr1	3806810	3807081	272	17	102	0.375	1.835
chr1	3822656	3822890	235	24	129	0.549	1.366
chr1	3828283	3828484	202	18	93	0.46	1.682
chr1	3866751	3866894	144	13	73	0.507	1.467
chr1	3879589	3879704	116	9	57	0.491	1.356
chr1	3880077	3880208	132	9	57	0.432	1.485
chr1	3882003	3882317	315	27	159	0.505	1.442
chr1	3902346	3903602	1257	85	616	0.49	1.168
chr1	3914039	3914451	413	30	195	0.472	1.416
chr1	3914645	3914750	106	7	48	0.453	1.325
chr1	3929744	3929857	114	7	43	0.377	1.735
chr1	3931287	3931476	190	15	95	0.5	1.264
chr1	3934870	3934989	120	7	46	0.383	1.588
chr1	3945917	3946417	501	46	288	0.575	1.232
chr1	3948764	3948970	207	15	95	0.459	1.38
chr1	3965740	3966733	994	93	503	0.506	1.469
chr1	3975879	3976434	556	50	290	0.522	1.324
chr1	4010339	4010704	366	26	149	0.407	1.749
chr1	4014881	4015026	146	9	62	0.425	1.367
chr1	4023679	4023825	147	15	81	0.551	1.37
chr1	4033795	4033983	189	21	99	0.524	1.628
chr1	4046407	4046546	140	12	67	0.479	1.556
chr1	4062800	4063278	479	32	229	0.478	1.188
chr1	4076414	4077030	617	46	307	0.498	1.236
chr1	4093713	4093913	201	19	82	0.408	2.623
chr1	4106159	4106705	547	46	276	0.505	1.326
chr1	4108646	4108786	141	13	79	0.56	1.264
chr1	4118639	4119021	383	35	213	0.556	1.182
chr1	4121396	4121520	125	17	75	0.6	1.514
chr1	4126131	4126497	367	33	192	0.523	1.318
chr1	4129382	4129503	122	6	46	0.377	1.386
chr1	4137715	4138151	437	38	246	0.563	1.106
chr1	4138678	4138959	282	18	116	0.411	1.513
chr1	4153834	4154024	191	23	101	0.529	1.723
chr1	4156729	4156827	99	8	44	0.444	1.692
chr1	4157715	4158069	355	25	155	0.437	1.496
chr1	4187737	4187922	186	18	100	0.538	1.384
chr1	4195708	4196200	493	37	230	0.467	1.382
chr1	4201090	4201326	237	19	100	0.422	1.813
chr1	4208693	4209039	347	29	171	0.493	1.398
chr1	4209337	4209456	120	8	51	0.425	1.548
chr1	4216335	4217028	694	51	349	0.503	1.255
chr1	4229935	4230294	360	21	147	0.408	1.418
chr1	4230612	4230793	182	11	79	0.434	1.293
chr1	4231094	4231231	138	13	71	0.514	1.533
chr1	4242623	4243469	847	43	337	0.398	1.298
chr1	4244120	4244222	103	7	51	0.495	1.13
chr1	4244340	4244424	85	6	34	0.4	1.765
chr1	4263839	4264029	191	11	78	0.408	1.415
chr1	4264310	4264929	620	43	305	0.492	1.314
chr1	4274725	4275039	315	36	176	0.559	1.582
chr1	4276626	4276768	143	11	72	0.503	1.217
chr1	4279678	4279842	165	12	89	0.539	1.048
chr1	4280287	4280523	237	22	138	0.582	1.101
chr1	4290320	4290808	489	42	266	0.544	1.253
chr1	4305619	4305849	231	20	110	0.476	1.54
chr1	4348781	4348944	164	16	89	0.543	1.42
chr1	4366042	4366182	141	9	59	0.418	1.493
chr1	4396059	4396169	111	11	56	0.505	1.565
chr1	4416657	4417028	372	41	217	0.583	1.299
chr1	4423739	4423835	97	10	53	0.546	1.777
chr1	4430005	4430735	731	55	341	0.466	1.393
chr1	4443730	4443838	109	10	52	0.477	1.964
chr1	4476500	4477228	729	46	322	0.442	1.31
chr1	4495087	4495315	229	16	99	0.432	1.496
chr1	4508325	4508431	107	7	47	0.439	1.372
chr1	4513402	4513661	260	20	123	0.473	1.496
chr1	4528864	4529914	1051	90	523	0.498	1.386
chr1	4537332	4537429	98	7	47	0.48	1.485
chr1	4542592	4543410	819	68	386	0.471	1.607
chr1	4557317	4557458	142	12	69	0.486	1.503
chr1	4576478	4576685	208	19	97	0.466	1.702
chr1	4577267	4578026	760	61	371	0.488	1.347
chr1	4585412	4585520	109	11	55	0.505	1.713
chr1	4588371	4588514	144	16	81	0.562	1.415
chr1	4688290	4688481	192	14	89	0.464	1.366
chr1	4691987	4692187	201	12	84	0.418	1.374
chr1	4693345	4693489	145	12	65	0.448	1.657
chr1	4724656	4724928	273	14	110	0.403	1.279
chr1	4733860	4734117	258	23	102	0.395	2.289
chr1	4734304	4734568	265	18	116	0.438	1.461
chr1	4754991	4755593	603	42	272	0.451	1.375
chr1	4794885	4795089	205	17	105	0.512	1.317
chr1	4801475	4801822	348	24	156	0.448	1.433
chr1	4810650	4810979	330	27	153	0.464	1.653
chr1	4827331	4827454	124	9	57	0.46	1.378
chr1	4839428	4839796	369	23	171	0.463	1.17
chr1	4839927	4840342	416	29	203	0.488	1.173
chr1	4842700	4842781	82	9	43	0.524	1.618
chr1	4854815	4854960	146	17	80	0.548	1.6
chr1	4861203	4861342	140	14	73	0.521	1.474
chr1	4861464	4861716	253	21	119	0.47	1.532
chr1	4865161	4865452	292	19	139	0.476	1.15
chr1	4872973	4873217	245	14	91	0.371	1.667
chr1	4912980	4913170	191	18	87	0.455	1.846
chr1	4932869	4932978	110	14	61	0.555	1.678
chr1	4934580	4935912	1333	124	690	0.518	1.391
chr1	4974354	4974560	207	15	94	0.454	1.411
chr1	4979115	4979208	94	11	50	0.532	1.657
chr1	4980718	4980868	151	13	68	0.45	1.753
chr1	5000531	5000637	107	12	58	0.542	1.527
chr1	5036321	5036521	201	19	92	0.458	1.813
chr1	5040956	5041091	136	13	62	0.456	1.871
chr1	5046353	5046802	450	43	222	0.493	1.574
chr1	5048173	5048401	229	20	126	0.55	1.214
chr1	5060815	5060976	162	10	71	0.438	1.33
chr1	5066817	5067105	289	22	151	0.522	1.142
chr1	5074036	5074176	141	8	69	0.489	0.972
chr1	5074311	5074544	234	21	125	0.534	1.258
chr1	5076900	5077297	398	40	204	0.513	1.548
chr1	5077565	5077997	433	27	186	0.43	1.521
chr1	5081711	5082433	723	53	346	0.479	1.312
chr1	5091026	5091259	234	21	112	0.479	1.609
chr1	5091407	5091567	161	18	78	0.484	1.905
chr1	5093286	5093522	237	18	106	0.447	1.633
chr1	5111376	5111547	172	12	78	0.453	1.452
chr1	5134257	5134439	183	17	83	0.454	1.819
chr1	5137217	5137638	422	48	243	0.576	1.375
chr1	5138789	5138946	158	15	97	0.614	1.021
chr1	5143472	5143687	216	15	100	0.463	1.296
chr1	5149726	5150352	627	56	322	0.514	1.355
chr1	5150547	5150705	159	11	68	0.428	1.602
chr1	5164596	5164885	290	25	157	0.541	1.303
chr1	5168914	5169566	653	43	333	0.51	1.015
chr1	5171513	5171631	119	14	66	0.555	1.602
chr1	5186675	5186801	127	12	70	0.551	1.524
chr1	5209638	5209869	232	22	122	0.526	1.41
chr1	5211917	5212040	124	15	72	0.581	1.615
chr1	5227440	5227816	377	30	200	0.531	1.508
chr1	5243506	5243672	167	11	76	0.455	1.472
chr1	5252287	5252397	111	7	49	0.441	1.295
chr1	5296415	5296716	302	25	156	0.517	1.262
chr1	5309312	5309709	398	28	190	0.477	1.281
chr1	5332512	5332704	193	14	83	0.43	1.569
chr1	5340742	5340886	145	9	64	0.441	1.306
chr1	5341232	5342142	911	68	434	0.476	1.489
chr1	5366377	5366758	382	23	157	0.411	1.433
chr1	5390485	5391261	777	54	383	0.493	1.178
chr1	5398728	5399191	464	29	211	0.455	1.209
chr1	5404582	5404813	232	27	121	0.522	1.986
chr1	5409743	5410016	274	20	136	0.496	1.264
chr1	5421380	5421550	171	11	71	0.415	1.493
chr1	5442950	5443500	551	42	282	0.512	1.165
chr1	5460273	5460733	461	28	199	0.432	1.332
chr1	5469697	5470173	477	28	204	0.428	1.292
chr1	5480257	5480428	172	15	90	0.523	1.297
chr1	5488883	5488981	99	7	45	0.455	1.386
chr1	5489430	5489690	261	22	126	0.483	1.453
chr1	5497397	5497829	433	31	186	0.43	1.552
chr1	5503858	5504576	719	53	329	0.458	1.408
chr1	5508602	5508785	184	15	91	0.495	1.37
chr1	5511201	5511490	290	24	146	0.503	1.331
chr1	5539612	5539729	118	10	64	0.542	1.181
chr1	5547350	5547483	134	13	73	0.545	1.35
chr1	5570521	5570651	131	12	58	0.443	1.878
chr1	5574089	5574265	177	15	87	0.492	1.435
