chr	start	end	length	CpGcount	GCcontent	pctGC	obsExp
chrIII	3393256	3393361	106	10	55	0.519	1.44
chrIII	3405642	3405756	115	8	55	0.478	1.227
chrIII	3426916	3427026	111	12	65	0.586	1.276
chrIII	3427872	3427955	84	8	42	0.5	1.524
chrIII	3429139	3429259	121	13	62	0.512	1.639
chrIII	3651397	3651519	123	12	65	0.528	1.398
chrIII	3661399	3661725	327	26	136	0.416	1.871
chrIII	4784865	4784956	92	12	52	0.565	1.696
chrIII	5536883	5537065	183	15	82	0.448	1.634
chrIII	5537428	5537645	218	22	106	0.486	1.71
chrIII	5538838	5538973	136	15	70	0.515	1.735
chrIII	5675439	5675577	139	25	93	0.669	1.609
chrIII	6565289	6565569	281	22	138	0.491	1.346
chrIII	9613870	9614006	137	9	57	0.416	1.541
chrIII	9616068	9616189	122	8	60	0.492	1.086
chrIII	9694773	9694893	121	11	60	0.496	1.494
chrIII	10123344	10123487	144	13	71	0.493	1.555
chrIII	10260727	10260910	184	18	86	0.467	1.816
chrIII	10262683	10262938	256	24	141	0.551	1.308
chrIII	10263088	10263180	93	9	55	0.591	1.153
chrIII	10276222	10276398	177	17	99	0.559	1.238
chrIII	10320767	10320977	211	14	94	0.445	1.353
chrIII	10357057	10357230	174	16	95	0.546	1.245
chrIII	10404883	10405002	120	13	65	0.542	1.52
chrIII	10425474	10425646	173	6	71	0.41	0.887
chrIII	10436862	10437026	165	18	91	0.552	1.475
chrIII	10444634	10444783	150	11	77	0.513	1.136
chrIII	10453520	10453678	159	13	85	0.535	1.235
chrIII	10462138	10462257	120	15	73	0.608	1.372
chrIII	10471385	10471608	224	21	111	0.496	1.584
chrIII	10571191	10571335	145	11	71	0.49	1.31
chrIII	10596181	10596271	91	12	47	0.516	1.985
chrIII	10602923	10603250	328	17	141	0.43	1.122
chrIII	10646913	10647056	144	15	71	0.493	1.722
chrIII	10670340	10670439	100	9	45	0.45	1.8
chrIII	10670575	10670741	167	13	70	0.419	1.785
chrIII	10673021	10673077	57	7	36	0.632	1.247
chrIII	10706529	10706636	108	21	75	0.694	1.636
chrIII	10756691	10756849	159	15	72	0.453	2.03
chrIII	10759286	10759402	117	10	52	0.444	1.797
chrIII	10759622	10759775	154	14	71	0.461	1.728
chrIII	10807952	10808065	114	11	66	0.579	1.363
chrIII	10809524	10809855	332	26	177	0.533	1.133
chrIII	10810057	10810232	176	14	96	0.545	1.071
chrIII	10810391	10810610	220	23	116	0.527	1.505
chrIII	10810943	10811118	176	14	83	0.472	1.573
chrIII	10872639	10872848	210	18	112	0.533	1.23
chrIII	10873263	10873966	704	65	318	0.452	1.822
chrIII	10897925	10898024	100	8	38	0.38	2.241
chrIII	11054755	11054897	143	20	84	0.587	1.645
chrIII	11064216	11064348	133	15	72	0.541	1.6
chrIII	11067296	11067424	129	12	64	0.496	1.588
chrIII	11068938	11069037	100	9	54	0.54	1.236
chrIII	11090010	11090207	198	23	106	0.535	1.709
chrIII	11114643	11114737	95	12	47	0.495	2.073
chrIII	11145893	11146112	220	14	94	0.427	1.41
chrIII	11146269	11146362	94	8	42	0.447	1.808
chrIII	11155637	11155768	132	12	60	0.455	1.76
chrIII	11155888	11155999	112	9	50	0.446	1.623
chrIII	11156791	11157021	231	19	122	0.528	1.18
chrIII	11157381	11157846	466	38	210	0.451	1.61
chrIII	11180408	11180514	107	10	52	0.486	1.621
chrIII	11180631	11181084	454	36	211	0.465	1.478
chrIII	11192171	11192350	180	14	82	0.456	1.544
chrIII	11242568	11243015	448	27	190	0.424	1.352
chrIII	11248591	11248764	174	20	92	0.529	1.648
chrIII	11270419	11270525	107	8	55	0.514	1.151
chrIII	11286528	11286668	141	15	71	0.504	1.706
chrIII	11287612	11287852	241	23	120	0.498	1.547
chrIII	11298917	11299167	251	15	115	0.458	1.186
chrIII	11315259	11315630	372	25	158	0.425	1.525
chrIII	11324144	11324261	118	11	66	0.559	1.196
chrIII	11328693	11328849	157	9	70	0.446	1.178
chrIII	11338502	11338731	230	17	94	0.409	1.771
chrIII	11430090	11430524	435	28	175	0.402	1.595
chrIII	11430644	11430780	137	11	57	0.416	1.87
chrIII	11430932	11431168	237	15	100	0.422	1.431
chrIII	11431319	11431641	323	20	133	0.412	1.475
chrIII	11433853	11433959	107	8	45	0.421	1.712
chrIII	11434086	11434567	482	30	192	0.398	1.577
chrIII	11436032	11436456	425	25	162	0.381	1.623
chrIII	11495439	11495569	131	12	56	0.427	2.008
chrIII	11495869	11495984	116	9	50	0.431	1.695
chrIII	11510831	11511038	208	22	128	0.615	1.117
chrIII	11523492	11523615	124	10	56	0.452	1.722
chrIII	11524559	11524780	222	17	107	0.482	1.319
chrIII	11527733	11528032	300	19	122	0.407	1.559
chrIII	11528751	11528915	165	12	79	0.479	1.286
chrIII	11546687	11547338	652	45	273	0.419	1.577
chrIII	11552924	11553073	150	11	62	0.413	1.733
chrIII	11566183	11566482	300	29	151	0.503	1.556
chrIII	11571140	11571359	220	23	119	0.541	1.429
chrIII	11579296	11579514	219	25	122	0.557	1.521
chrIII	11590894	11591036	143	9	65	0.455	1.269
chrIII	11611394	11612017	624	110	465	0.745	1.274
chrIII	11619985	11620159	175	18	80	0.457	1.969
chrIII	11622688	11622833	146	12	70	0.479	1.449
chrIII	11687208	11687356	149	15	66	0.443	2.06
chrIII	11688058	11688194	137	15	77	0.562	1.427
chrIII	11712646	11713116	471	37	197	0.418	1.821
chrIII	11713263	11713631	369	29	152	0.412	1.885
chrIII	11718224	11718391	168	13	85	0.506	1.213
chrIII	11760625	11760768	144	16	82	0.569	1.374
chrIII	11803673	11803858	186	15	83	0.446	1.639
chrIII	11821933	11822044	112	14	59	0.527	1.815
chrIII	11829856	11829978	123	20	81	0.659	1.844
chrIII	11830438	11830554	117	17	69	0.59	1.754
chrIII	11832106	11832237	132	8	66	0.5	0.978
chrIII	11842286	11842382	97	9	41	0.423	2.089
chrIII	11842507	11842843	337	26	139	0.412	1.814
chrIII	11843025	11843233	209	23	126	0.603	1.242
chrIII	11844857	11844954	98	11	50	0.51	1.83
chrIII	11855412	11855710	299	26	164	0.548	1.165
chrIII	11855937	11856160	224	20	97	0.433	1.939
chrIII	11887621	11887862	242	20	108	0.446	1.665
chrIII	11894370	11894587	218	13	89	0.408	1.462
chrIII	11897183	11897370	188	22	104	0.553	1.532
chrIII	11915186	11915292	107	11	56	0.523	1.601
chrIII	11932880	11932990	111	10	50	0.45	1.927
chrIII	11933480	11933578	99	10	48	0.485	1.719
chrIII	11950335	11950479	145	14	65	0.448	1.933
chrIII	11950628	11950839	212	19	91	0.429	1.952
chrIII	11954095	11954222	128	10	60	0.469	1.6
chrIII	11971479	11971602	124	11	62	0.5	1.425
chrIII	11979429	11979536	108	10	47	0.435	1.978
chrIII	11993077	11993179	103	6	47	0.456	1.12
chrIII	12011382	12011485	104	7	44	0.423	1.533
chrIII	12012140	12012496	357	31	146	0.409	2.08
chrIII	12025798	12026464	667	51	272	0.408	1.884
chrIII	12037162	12037441	280	42	166	0.593	1.707
chrIII	12038626	12038828	203	12	95	0.468	1.094
chrIII	12043734	12043849	116	11	62	0.534	1.399
chrIII	12046669	12046886	218	14	84	0.385	1.731
chrIII	12056864	12057058	195	17	100	0.513	1.345
chrIII	12063403	12063597	195	24	105	0.538	1.706
chrIII	12064762	12064949	188	15	89	0.473	1.455
chrIII	12066221	12066358	138	13	64	0.464	1.759
chrIII	12069423	12069632	210	17	109	0.519	1.214
chrIII	12070195	12070654	460	40	199	0.433	1.859
chrIII	12154678	12155262	585	38	238	0.407	1.575
chrIII	12168724	12168831	108	9	51	0.472	1.509
chrIII	12203078	12203260	183	12	77	0.421	1.484
chrIII	12203382	12203536	155	16	72	0.465	1.914
chrIII	12216961	12217306	346	29	162	0.468	1.53
chrIII	12220353	12220641	289	20	136	0.471	1.254
chrIII	12224534	12224699	166	20	86	0.518	1.811
chrIII	12225056	12225169	114	8	65	0.57	0.964
chrIII	12242081	12242485	405	22	161	0.398	1.375
chrIII	12242633	12242848	216	17	92	0.426	1.739
chrIII	12249074	12249356	283	21	129	0.456	1.448
chrIII	12258688	12258780	93	12	48	0.516	1.993
chrIII	12262161	12262318	158	17	88	0.557	1.399
chrIII	12271152	12271472	321	21	155	0.483	1.126
chrIII	12275020	12275322	303	22	123	0.406	1.763
chrIII	12282244	12282394	151	12	70	0.464	1.48
chrIII	12282523	12282664	142	11	59	0.415	1.838
chrIII	12287589	12287697	109	8	49	0.45	1.453
chrIII	12287945	12288031	87	10	48	0.552	1.513
chrIII	12292164	12292267	104	8	43	0.413	1.801
chrIII	12319925	12320142	218	17	91	0.417	1.792
chrIII	12320264	12320413	150	12	67	0.447	1.604
chrIII	12328309	12328616	308	25	127	0.412	1.913
chrIII	12330966	12331136	171	11	69	0.404	1.583
chrIII	12332713	12332907	195	12	79	0.405	1.519
chrIII	12334658	12335139	482	44	199	0.413	2.144
chrIII	12339047	12339340	294	21	116	0.395	1.855
chrIII	12341424	12341531	108	8	52	0.481	1.28
chrIII	12350479	12350633	155	12	68	0.439	1.615
chrIII	12366512	12366701	190	20	93	0.489	1.782
chrIII	12368896	12369098	203	18	105	0.517	1.327
chrIII	12375815	12376000	186	13	91	0.489	1.168
chrIII	12389171	12389311	141	15	61	0.433	2.274
chrIII	12399323	12399562	240	16	98	0.408	1.616
chrIII	12401632	12401926	295	31	158	0.536	1.466
chrIII	12404903	12405246	344	26	141	0.41	1.811
chrIII	12407612	12407713	102	8	46	0.451	1.569
chrIII	12408930	12409213	284	25	126	0.444	1.789
chrIII	12412016	12412476	461	29	206	0.447	1.295
chrIII	12412974	12413151	178	15	72	0.404	2.101
chrIII	12442060	12442303	244	17	95	0.389	1.899
chrIII	12452298	12452576	279	27	148	0.53	1.378
chrIII	12454521	12454769	249	17	109	0.438	1.425
chrIII	12464383	12464583	201	15	82	0.408	1.811
chrIII	12465447	12465616	170	15	82	0.482	1.521
chrIII	12492211	12492328	118	14	66	0.559	1.523
chrIII	12498111	12498237	127	11	68	0.535	1.213
chrIII	12513652	12514806	1155	76	460	0.398	1.662
chrIII	12515535	12515643	109	9	55	0.505	1.351
chrIII	12531333	12531728	396	32	167	0.422	1.818
chrIII	12532770	12533093	324	24	138	0.426	1.668
chrIII	12533227	12533346	120	9	48	0.4	1.888
chrIII	12541147	12541759	613	40	253	0.413	1.533
chrIII	12543583	12543936	354	20	136	0.384	1.536
chrIII	12550402	12550701	300	22	120	0.4	1.859
chrIII	12552405	12552513	109	13	52	0.477	2.096
chrIII	12556732	12556891	160	9	69	0.431	1.241
chrIII	12560771	12560999	229	16	96	0.419	1.59
chrIII	12563688	12563850	163	15	71	0.436	1.972
chrIII	12578990	12579084	95	13	53	0.558	1.79
chrIII	12586169	12586289	121	11	52	0.43	2.017
chrIII	12586406	12586668	263	23	104	0.395	2.306
chrIII	12604464	12604620	157	18	87	0.554	1.518
chrIII	12604758	12605026	269	23	122	0.454	1.709
chrIII	12629715	12629822	108	10	49	0.454	1.818
chrIII	12631036	12631404	369	31	164	0.444	1.703
chrIII	12636053	12636160	108	10	50	0.463	1.731
chrIII	12636438	12637199	762	66	349	0.458	1.653
chrIII	12652721	12652846	126	14	70	0.556	1.484
chrIII	12659785	12659912	128	10	59	0.461	1.492
chrIII	12666070	12666626	557	51	251	0.451	1.81
chrIII	12666737	12667066	330	31	149	0.452	1.857
chrIII	12673861	12673982	122	10	61	0.5	1.631
chrIII	12683685	12683738	54	5	30	0.556	1.222
chrIII	12687264	12687519	256	26	155	0.605	1.148
chrIII	12692760	12692992	233	17	101	0.433	1.557
chrIII	12697364	12697469	106	10	51	0.481	1.71
chrIII	12709943	12710079	137	16	74	0.54	1.644
chrIII	12723342	12723408	67	6	36	0.537	1.256
chrIII	12725857	12726524	668	48	330	0.494	1.221
chrIII	12731812	12732269	458	39	190	0.415	2.011
chrIII	12732399	12732512	114	8	50	0.439	1.52
chrIII	12741730	12741902	173	16	94	0.543	1.258
chrIII	12776203	12776362	160	12	69	0.431	1.63
chrIII	12812656	12812766	111	13	56	0.505	1.879
chrIII	12815216	12815326	111	9	58	0.523	1.211
chrIII	12816888	12817021	134	14	73	0.545	1.415
chrIII	12820036	12820181	146	11	71	0.486	1.397
chrIII	12828731	12828929	199	16	80	0.402	2.01
chrIII	12874167	12874405	239	20	125	0.523	1.242
chrIII	12875121	12875330	210	23	112	0.533	1.542
chrIII	12885157	12885344	188	20	108	0.574	1.318
chrIII	12889373	12889783	411	31	192	0.467	1.39
chrIII	12893232	12893355	124	10	53	0.427	1.771
chrIII	12935836	12936014	179	16	102	0.57	1.103
chrIII	12946485	12946870	386	30	173	0.448	1.548
chrIII	12969263	12969366	104	11	55	0.529	1.513
chrIII	12976048	12976156	109	7	54	0.495	1.052
chrIII	12986658	12986768	111	27	70	0.631	2.548
chrIII	12987802	12988045	244	20	107	0.439	1.705
chrIII	13007277	13007392	116	11	61	0.526	1.381
chrIII	13007916	13008016	101	6	45	0.446	1.212
chrIII	13070252	13070401	150	19	90	0.6	1.408
chrIII	13090807	13090923	117	15	76	0.65	1.327
chrIII	13091121	13091263	143	23	88	0.615	1.731
chrIII	13091651	13091757	107	19	68	0.636	1.836
chrIII	13093974	13094192	219	16	87	0.397	1.852
chrIII	13094467	13094606	140	11	59	0.421	1.77
chrIII	13095500	13095853	354	29	145	0.41	1.953
chrIII	13095988	13096211	224	16	97	0.433	1.532
chrIII	13099492	13100045	554	46	237	0.428	1.829
chrIII	13113234	13113508	275	22	130	0.473	1.502
chrIII	13116010	13116135	126	12	65	0.516	1.435
chrIII	13144284	13144374	91	6	39	0.429	1.56
chrIII	13153714	13153802	89	9	50	0.562	1.282
chrIII	13155535	13155640	106	10	55	0.519	1.413
chrIII	13155973	13156106	134	11	70	0.522	1.212
chrIII	13159344	13159470	127	10	56	0.441	1.639
chrIII	13171419	13171532	114	11	55	0.482	1.685
chrIII	13190902	13191088	187	12	86	0.46	1.316
chrIII	13205824	13206111	288	27	142	0.493	1.544
chrIII	13263222	13263322	101	7	47	0.465	1.281
chrIII	13284467	13285021	555	42	239	0.431	1.657
chrIII	13285706	13285845	140	16	68	0.486	1.939
chrIII	13287040	13287161	122	13	59	0.484	1.915
chrIII	13287875	13288081	207	18	116	0.56	1.113
chrIII	13288352	13288633	282	23	141	0.5	1.335
chrIII	13289151	13289281	131	14	63	0.481	1.849
chrIII	13292111	13292331	221	20	119	0.538	1.249
chrIII	13296989	13297143	155	14	78	0.503	1.427
chrIII	13468733	13468993	261	16	122	0.467	1.16
chrIII	13511414	13511535	122	15	65	0.533	1.766
chrIII	13517967	13518313	347	40	200	0.576	1.434
chrIII	13552615	13552800	186	15	94	0.505	1.268
chrIII	13583922	13585185	1264	131	593	0.469	1.886
chrIII	13585300	13586160	861	85	406	0.472	1.778
chrIII	13586292	13586447	156	16	75	0.481	1.778
chrIII	13586578	13591058	4481	476	2098	0.468	1.942
chrIII	13591202	13593632	2431	250	1145	0.471	1.856
chrIII	13593781	13594109	329	37	156	0.474	2.006
chrIII	13594388	13596497	2110	211	976	0.463	1.871
chrIII	13596645	13598874	2230	231	1041	0.467	1.907
chrIII	13654697	13654861	165	17	96	0.582	1.22
chrIII	13683187	13683338	152	14	81	0.533	1.332
chrIII	13689007	13689148	142	14	72	0.507	1.535
chrII	90754	90876	123	7	50	0.407	1.378
chrII	150874	151025	152	12	75	0.493	1.326
chrII	215791	215916	126	12	57	0.452	1.876
chrII	220257	220411	155	19	89	0.574	1.51
chrII	234100	234363	264	22	108	0.409	1.998
chrII	234822	235198	377	30	150	0.398	2.02
chrII	249599	249688	90	8	43	0.478	1.565
chrII	344592	344784	193	15	84	0.435	1.642
chrII	346664	346849	186	16	87	0.468	1.575
chrII	724480	724927	448	31	189	0.422	1.571
chrII	725828	726136	309	27	131	0.424	1.954
chrII	1129912	1130092	181	11	79	0.436	1.354
chrII	1131956	1132096	141	18	84	0.596	1.44
chrII	1450520	1450864	345	35	149	0.432	2.188
chrII	1450979	1451570	592	63	261	0.441	2.214
chrII	1452132	1453008	877	89	377	0.43	2.212
chrII	1453316	1454096	781	80	335	0.429	2.252
chrII	1454212	1455617	1406	140	630	0.448	2.006
chrII	1455923	1456287	365	37	159	0.436	2.151
chrII	1456406	1456784	379	37	163	0.43	2.118
chrII	1457056	1457884	829	84	358	0.432	2.198
chrII	1458050	1458159	110	14	52	0.473	2.406
chrII	1458276	1458400	125	13	54	0.432	2.279
chrII	1498064	1498257	194	17	97	0.5	1.42
chrII	1499344	1499539	196	15	92	0.469	1.392
chrII	2036324	2036462	139	11	64	0.46	1.499
chrII	2056100	2056222	123	7	68	0.553	0.745
chrII	2187365	2187472	108	14	64	0.593	1.53
chrII	2245264	2245365	102	7	46	0.451	1.594
chrII	2249528	2249691	164	14	75	0.457	1.837
chrII	2468158	2468283	126	12	58	0.46	1.833
chrII	2475329	2475439	111	10	51	0.459	1.92
chrII	2479859	2480016	158	14	70	0.443	1.806
chrII	2516685	2516824	140	14	83	0.593	1.176
chrII	2516993	2517276	284	24	145	0.511	1.325
chrII	2635834	2636080	247	16	107	0.433	1.384
chrII	2788050	2788193	144	15	89	0.618	1.115
chrII	2795219	2795328	110	10	63	0.573	1.109
chrII	3079059	3079217	159	16	87	0.547	1.346
chrII	3083920	3084031	112	16	69	0.616	1.532
chrII	3084375	3084503	129	11	61	0.473	1.536
chrII	3110241	3110462	222	25	136	0.613	1.201
chrII	3258360	3258552	193	19	84	0.435	2.109
chrII	3271615	3271947	333	43	210	0.631	1.358
chrII	3362609	3362747	139	13	67	0.482	1.613
chrII	3807711	3807841	131	10	62	0.473	1.436
chrII	3925573	3925675	103	5	46	0.447	1.108
chrII	3925953	3926058	106	13	56	0.528	1.816
chrII	3927007	3927117	111	11	54	0.486	1.734
chrII	4041971	4042217	247	21	110	0.445	1.717
chrII	4043330	4043552	223	14	113	0.507	0.982
chrII	4043760	4043924	165	18	95	0.576	1.318
chrII	4045992	4046208	217	18	100	0.461	1.565
chrII	4233288	4233446	159	9	73	0.459	1.074
chrII	4239380	4239681	302	18	121	0.401	1.531
chrII	4240612	4240774	163	9	70	0.429	1.213
chrII	4287953	4288136	184	16	88	0.478	1.521
chrII	4290147	4290273	127	10	56	0.441	1.62
chrII	4297688	4297810	123	10	54	0.439	1.697
chrII	4326763	4326892	130	14	63	0.485	1.872
chrII	4331247	4331424	178	12	77	0.433	1.447
chrII	4336592	4336717	126	12	53	0.421	2.291
chrII	4342257	4342433	177	10	83	0.469	1.028
chrII	4421919	4422077	159	9	82	0.516	0.931
chrII	4424044	4424207	164	20	86	0.524	1.774
chrII	4461603	4461758	156	14	81	0.519	1.337
chrII	4464045	4464258	214	17	112	0.523	1.162
chrII	4469123	4469289	167	15	81	0.485	1.529
chrII	4471680	4471936	257	27	141	0.549	1.4
chrII	4472205	4472316	112	6	59	0.527	0.791
chrII	4524013	4524119	107	11	57	0.533	1.505
chrII	4701700	4701825	126	15	70	0.556	1.607
chrII	6185268	6186383	1116	160	480	0.43	3.487
chrII	6353752	6353869	118	10	59	0.5	1.356
chrII	6490431	6490593	163	20	94	0.577	1.579
chrII	7448642	7448910	269	25	112	0.416	2.151
chrII	7449226	7449473	248	31	109	0.44	2.669
chrII	7449584	7450050	467	57	210	0.45	2.496
chrII	7816881	7817009	129	10	62	0.481	1.344
chrII	7863621	7863729	109	20	58	0.532	2.605
chrII	10661455	10661727	273	40	157	0.575	1.835
chrII	10936996	10937339	344	25	154	0.448	1.579
chrII	10937487	10937600	114	9	61	0.535	1.155
chrII	10937718	10937870	153	15	75	0.49	1.683
chrII	11027361	11027672	312	40	170	0.545	1.864
chrII	11289871	11290041	171	16	85	0.497	1.517
chrII	11293667	11293851	185	13	82	0.443	1.444
chrII	11696734	11696823	90	8	41	0.456	1.8
chrII	11697126	11697250	125	8	60	0.48	1.122
chrII	11698433	11698623	191	20	113	0.592	1.231
chrII	11698818	11699081	264	29	140	0.53	1.578
chrII	11882219	11882326	108	11	57	0.528	1.485
chrII	11913618	11913752	135	14	75	0.556	1.621
chrII	11914148	11914230	83	5	42	0.506	0.998
chrII	11914993	11915153	161	11	83	0.516	1.047
chrII	11959552	11959663	112	8	53	0.473	1.276
chrII	11959994	11960121	128	11	72	0.562	1.086
chrII	11960315	11960389	75	8	34	0.453	2.105
chrII	11995866	11995988	123	11	57	0.463	1.666
chrII	11996133	11996274	142	13	62	0.437	1.921
chrII	12003350	12003580	231	29	128	0.554	1.636
chrII	12003974	12004282	309	26	152	0.492	1.393
chrII	12005494	12005761	268	21	136	0.507	1.217
chrII	12005892	12006135	244	33	144	0.59	1.606
chrII	12026583	12026720	138	9	62	0.449	1.314
chrII	12038756	12038977	222	16	118	0.532	1.031
chrII	12056817	12056914	98	10	55	0.561	1.35
chrII	12057183	12057287	105	10	55	0.524	1.393
chrII	12059526	12059634	109	12	56	0.514	1.749
chrII	12077196	12077488	293	25	146	0.498	1.384
chrII	12129856	12129983	128	8	60	0.469	1.149
chrII	12130719	12130794	76	5	41	0.539	0.909
chrII	12138209	12138777	569	38	243	0.427	1.469
chrII	12147614	12147790	177	14	70	0.395	2.065
chrII	12149269	12149376	108	7	41	0.38	1.8
chrII	12182715	12183075	361	29	162	0.449	1.602
chrII	12199161	12199265	105	10	50	0.476	1.75
chrII	12206961	12207552	592	40	240	0.405	1.65
chrII	12219407	12219537	131	17	73	0.557	1.672
chrII	12222517	12222820	304	31	168	0.553	1.416
chrII	12223228	12223307	80	5	35	0.438	1.316
chrII	12225592	12225883	292	33	157	0.538	1.619
chrII	12226246	12226416	171	24	106	0.62	1.463
chrII	12295200	12295375	176	16	90	0.511	1.393
chrII	12295515	12295819	305	19	136	0.446	1.317
chrII	12296635	12296786	152	14	68	0.447	1.847
chrII	12301506	12301604	99	12	55	0.556	1.571
chrII	12301856	12301962	107	16	63	0.589	1.747
chrII	12395127	12395266	140	14	64	0.457	1.914
