chr	start	end	length	CpGcount	GCcontent	pctGC	obsExp
chr10	1500986	1501458	473	15	242	0.512	0.485
chr10	1507032	1507314	283	24	190	0.671	0.772
chr10	1520976	1521106	131	8	64	0.489	1.049
chr10	1521221	1521531	311	13	169	0.543	0.572
chr10	1536717	1536878	162	9	99	0.611	0.609
chr10	1537686	1537985	300	15	192	0.64	0.579
chr10	1539879	1540378	500	19	273	0.546	0.518
chr10	1548743	1549259	517	25	266	0.515	0.74
chr10	1550338	1551368	1031	33	477	0.463	0.598
chr10	1557807	1558153	347	18	185	0.533	0.865
chr10	1560288	1560420	133	11	75	0.564	1.049
chr10	1567146	1567692	547	26	298	0.545	0.641
chr10	1572589	1575456	2868	136	1755	0.612	0.55
chr10	1585592	1586031	440	25	230	0.523	0.832
chr10	1592080	1592189	110	7	66	0.6	0.71
chr10	1592627	1592766	140	16	96	0.686	0.974
chr10	1641293	1641417	125	10	82	0.656	0.744
chr10	1644250	1644423	174	8	107	0.615	0.494
chr10	1658646	1658983	338	19	210	0.621	0.593
chr10	1659235	1659349	115	8	75	0.652	0.722
chr10	1680736	1680990	255	11	115	0.451	0.854
chr10	1682863	1683086	224	12	125	0.558	0.693
chr10	1695005	1695179	175	9	105	0.6	0.573
chr10	1695562	1695649	88	9	62	0.705	0.943
chr10	1698537	1698789	253	15	155	0.613	0.649
chr10	1702950	1703123	174	11	105	0.603	0.709
chr10	1703335	1703430	96	7	65	0.677	0.649
chr10	1703946	1704848	903	43	537	0.595	0.549
chr10	1705842	1705881	40	6	22	0.55	2.286
chr10	1731455	1734084	2630	173	1601	0.609	0.817
chr10	1739399	1739572	174	9	102	0.586	0.606
chr10	1757471	1758031	561	27	309	0.551	0.637
chr10	1759525	1759638	114	5	68	0.596	0.563
chr10	1764852	1764961	110	10	81	0.736	0.694
chr10	1768584	1770005	1422	101	908	0.639	0.698
chr10	1779119	1779438	320	28	162	0.506	1.445
chr10	1786691	1786808	118	7	68	0.576	0.72
chr10	1804066	1804178	113	9	70	0.619	0.848
chr10	1805498	1805888	391	25	235	0.601	0.717
chr10	1840239	1840407	169	17	117	0.692	0.873
chr10	1841418	1841602	185	17	120	0.649	0.874
chr10	1879696	1880059	364	19	230	0.632	0.525
chr10	1965553	1965666	114	11	67	0.588	1.12
chr10	1971418	1971711	294	20	158	0.537	0.942
chr10	1984531	1985342	812	53	515	0.634	0.652
chr10	1995650	1995990	341	22	204	0.598	0.747
chr10	1996724	1996811	88	12	66	0.75	0.978
chr10	2131681	2131837	157	11	78	0.497	1.148
chr10	2200611	2201057	447	13	227	0.508	0.451
chr10	2239628	2239999	372	19	208	0.559	0.662
chr10	2247509	2247745	237	14	102	0.43	1.327
chr10	2257231	2257336	106	6	56	0.528	0.85
chr10	2347323	2347511	189	21	133	0.704	0.902
chr10	2349812	2349928	117	7	69	0.59	0.688
chr10	2360980	2361465	486	18	244	0.502	0.588
chr10	2363523	2363658	136	9	74	0.544	0.905
chr10	2364149	2364376	228	11	124	0.544	0.653
chr10	2383889	2384189	301	14	141	0.468	0.867
chr10	2443012	2443221	210	10	117	0.557	0.624
chr10	2533436	2534122	687	69	414	0.603	1.245
chr10	2553768	2555301	1534	109	975	0.636	0.976
chr10	2656971	2657431	461	18	212	0.46	0.756
chr10	2765949	2766058	110	9	68	0.618	0.907
chr10	2805081	2805325	245	17	159	0.649	0.66
chr10	2805458	2805567	110	6	59	0.536	0.769
chr10	2838725	2839056	332	26	213	0.642	0.762
chr10	2897798	2898336	539	32	342	0.635	0.614
chr10	2921840	2922745	906	47	525	0.579	0.618
chr10	2926384	2926512	129	9	75	0.581	0.826
chr10	2941187	2941328	142	6	81	0.57	0.52
chr10	2954704	2954832	129	11	86	0.667	0.778
chr10	2968022	2968234	213	13	134	0.629	0.641
chr10	2968371	2968815	445	25	246	0.553	0.737
chr10	2982148	2982540	393	20	206	0.524	0.741
chr10	3013713	3013806	94	9	58	0.617	1.037
chr10	3047951	3048188	238	13	124	0.521	0.81
chr10	3052953	3053377	425	22	231	0.544	0.703
chr10	3098466	3101597	3132	327	2223	0.71	0.83
chr10	3128418	3128540	123	7	78	0.634	0.576
chr10	3131803	3132002	200	10	107	0.535	0.739
chr10	3132720	3132866	147	8	90	0.612	0.581
chr10	3133254	3133358	105	5	67	0.638	0.473
chr10	3133559	3133809	251	18	163	0.649	0.69
chr10	3135964	3136252	289	25	179	0.619	0.903
chr10	3136486	3137073	588	26	329	0.56	0.57
chr10	3137355	3137728	374	21	234	0.626	0.582
chr10	3138129	3138496	368	20	241	0.655	0.514
chr10	3139698	3139798	101	8	62	0.614	0.844
chr10	3140852	3141108	257	16	156	0.607	0.68
chr10	3141612	3141814	203	15	131	0.645	0.732
chr10	3145204	3145694	491	29	292	0.595	0.673
chr10	3149037	3149124	88	5	45	0.511	0.88
chr10	3150912	3151154	243	21	137	0.564	1.089
chr10	3152025	3152317	293	22	188	0.642	0.754
chr10	3154709	3154832	124	8	80	0.645	0.63
chr10	3155152	3155515	364	20	208	0.571	0.673
chr10	3156279	3157416	1138	54	708	0.622	0.493
chr10	3158119	3158269	151	10	96	0.636	0.656
chr10	3158669	3159487	819	35	481	0.587	0.496
chr10	3161294	3162602	1309	63	756	0.578	0.58
chr10	3169752	3169833	82	7	53	0.646	0.818
chr10	3170207	3171128	922	48	538	0.584	0.612
chr10	3175744	3175896	153	8	103	0.673	0.462
chr10	3177718	3177895	178	13	105	0.59	0.849
chr10	3180333	3180511	179	12	109	0.609	0.724
chr10	3182898	3183453	556	23	279	0.502	0.659
chr10	3187646	3187791	146	8	80	0.548	0.737
chr10	3204503	3205261	759	78	530	0.698	0.845
chr10	3225499	3225599	101	7	58	0.574	0.85
chr10	3229753	3230090	338	14	178	0.527	0.599
chr10	3238143	3238386	244	12	157	0.643	0.475
chr10	3240799	3241138	340	17	215	0.632	0.5
chr10	3267058	3267194	137	8	71	0.518	0.972
chr10	3268319	3268466	148	9	87	0.588	0.705
chr10	3270716	3271240	525	23	327	0.623	0.453
chr10	3271446	3272026	581	32	336	0.578	0.665
chr10	3272227	3272662	436	15	246	0.564	0.433
chr10	3273819	3274143	325	16	168	0.517	0.744
chr10	3290398	3290463	66	7	39	0.591	1.235
chr10	3309244	3309372	129	7	63	0.488	0.91
chr10	3319795	3320573	779	38	426	0.547	0.657
chr10	3332888	3333218	331	19	169	0.511	0.882
chr10	3350068	3351409	1342	94	861	0.642	0.686
chr10	3352307	3353047	741	37	447	0.603	0.551
chr10	3363668	3363775	108	8	66	0.611	0.843
chr10	3364038	3364384	347	22	197	0.568	0.798
chr10	3408942	3409233	292	14	146	0.5	0.772
chr10	3409793	3409960	168	10	83	0.494	0.979
chr10	3430192	3430332	141	12	93	0.66	0.855
chr10	3431411	3431856	446	38	265	0.594	1.016
chr10	3436995	3437200	206	7	98	0.476	0.607
chr10	3438994	3439092	99	5	49	0.495	0.833
chr10	3447013	3447120	108	8	67	0.62	0.784
chr10	3456677	3456888	212	12	127	0.599	0.634
chr10	3488591	3491057	2467	133	1345	0.545	0.76
chr10	3526336	3526775	440	18	220	0.5	0.659
chr10	3549223	3549530	308	15	185	0.601	0.565
chr10	3562591	3562753	163	10	100	0.613	0.652
chr10	3566805	3567087	283	11	151	0.534	0.564
chr10	3571087	3571279	193	12	119	0.617	0.66
chr10	3588479	3588993	515	38	302	0.586	0.875
chr10	3668890	3669161	272	14	151	0.555	0.668
chr10	3679753	3679833	81	5	40	0.494	1.08
chr10	3700935	3700982	48	4	29	0.604	0.923
chr10	3714539	3714612	74	5	45	0.608	0.74
chr10	3749599	3749731	133	6	72	0.541	0.628
chr10	3779537	3779652	116	9	74	0.638	0.791
chr10	3779934	3779982	49	5	27	0.551	1.441
chr10	3795227	3795363	137	12	86	0.628	0.93
chr10	3807215	3807395	181	7	87	0.481	0.67
chr10	3813800	3814299	500	29	294	0.588	0.672
chr10	3815973	3816494	522	19	260	0.498	0.587
chr10	3816863	3817646	784	93	563	0.718	0.927
chr10	3817766	3818308	543	52	398	0.733	0.765
chr10	3858200	3858529	330	15	195	0.591	0.527
chr10	3860112	3860227	116	13	63	0.543	1.587
chr10	3918521	3918628	108	7	74	0.685	0.559
chr10	3973323	3973585	263	11	138	0.525	0.608
chr10	4025307	4025713	407	20	223	0.548	0.656
chr10	4061880	4062018	139	6	63	0.453	0.867
chr10	4181559	4181835	277	13	163	0.588	0.575
chr10	4220353	4220789	437	23	243	0.556	0.684
chr10	4435847	4436346	500	20	233	0.466	0.744
chr10	4490032	4490216	185	8	107	0.578	0.552
chr10	4490415	4490593	179	7	93	0.52	0.625
chr10	4858126	4858935	810	83	563	0.695	0.851
chr10	4876352	4876490	139	8	76	0.547	0.841
chr10	4877092	4877484	393	26	280	0.712	0.522
chr10	4969014	4969163	150	6	78	0.52	0.618
chr10	4969658	4969855	198	13	142	0.717	0.517
chr10	5064943	5065052	110	8	84	0.764	0.503
chr10	5277419	5277696	278	21	168	0.604	0.828
chr10	5396901	5397170	270	16	152	0.563	0.748
chr10	5444480	5445146	667	53	473	0.709	0.683
chr10	5478564	5478687	124	12	83	0.669	0.867
chr10	5513052	5513278	227	12	128	0.564	0.667
chr10	5513660	5513801	142	9	90	0.634	0.636
chr10	5530819	5531425	607	54	407	0.671	0.798
chr10	5542900	5543097	198	9	91	0.46	0.92
chr10	5543341	5544626	1286	73	769	0.598	0.653
chr10	5556908	5557829	922	73	616	0.668	0.712
chr10	5566256	5566750	495	28	286	0.578	0.693
chr10	5609057	5609579	523	35	353	0.675	1.462
chr10	5698240	5698511	272	29	220	0.809	0.813
chr10	5706674	5707118	445	29	274	0.616	0.691
chr10	5721104	5721216	113	7	67	0.593	0.718
chr10	5723680	5724018	339	23	196	0.578	0.829
chr10	5728516	5728864	349	14	173	0.496	0.658
chr10	5730534	5731145	612	37	358	0.585	0.746
chr10	5733300	5733506	207	11	110	0.531	0.754
chr10	5747987	5748893	907	116	651	0.718	0.997
chr10	5766510	5767704	1195	124	782	0.654	0.973
chr10	5774478	5775002	525	40	358	0.682	0.657
chr10	5894742	5896108	1367	147	948	0.693	0.896
chr10	5922320	5922642	323	22	198	0.613	0.731
chr10	5970765	5972810	2046	230	1499	0.733	0.842
chr10	6018350	6018410	61	5	34	0.557	1.089
chr10	6043519	6043805	287	12	164	0.571	0.514
chr10	6058672	6060130	1459	154	1049	0.719	0.834
chr10	6170524	6171998	1475	134	955	0.647	0.867
chr10	6223458	6223646	189	14	109	0.577	0.908
chr10	6225702	6226033	332	20	174	0.524	0.916
chr10	6226527	6227862	1336	153	984	0.737	0.852
chr10	6245571	6246218	648	81	478	0.738	0.93
chr10	6254022	6254111	90	7	55	0.611	0.847
chr10	6260949	6261047	99	4	48	0.485	0.688
chr10	6261200	6261309	110	5	67	0.609	0.509
chr10	6273672	6273856	185	11	102	0.551	0.868
chr10	6282781	6285695	2915	275	1977	0.678	0.823
chr10	6285921	6286414	494	50	352	0.713	0.8
chr10	6288495	6289277	783	54	531	0.678	0.6
chr10	6297181	6297383	203	16	129	0.635	0.822
chr10	6302703	6302862	160	16	106	0.662	0.912
chr10	6303463	6303545	83	8	58	0.699	0.838
chr10	6304677	6304847	171	8	106	0.62	0.491
chr10	6308242	6308592	351	21	214	0.61	0.649
chr10	6314918	6315085	168	11	103	0.613	0.697
chr10	6318405	6319171	767	36	458	0.597	0.527
chr10	6337747	6337919	173	10	103	0.595	0.653
chr10	6457307	6457583	277	23	166	0.599	0.936
chr10	6512721	6512859	139	10	85	0.612	0.77
chr10	6571554	6571927	374	17	215	0.575	0.652
chr10	6661914	6662835	922	92	651	0.706	0.802
chr10	7002117	7002209	93	8	59	0.634	0.857
chr10	7179317	7179452	136	6	76	0.559	0.607
chr10	7253923	7254191	269	29	194	0.721	0.831
chr10	7295557	7295781	225	15	139	0.618	0.765
chr10	7416031	7416236	206	12	123	0.597	0.666
chr10	7416583	7416734	152	7	76	0.5	0.763
chr10	7449617	7449758	142	14	90	0.634	1.006
chr10	7489446	7490363	918	81	599	0.653	0.83
chr10	7490530	7491942	1413	94	846	0.599	0.804
chr10	7492284	7492977	694	67	463	0.667	0.881
chr10	7493130	7495346	2217	163	1434	0.647	0.704
chr10	7515576	7515681	106	5	49	0.462	0.886
chr10	7607825	7608246	422	23	238	0.564	0.694
chr10	7613556	7613661	106	8	63	0.594	0.881
chr10	7643728	7643884	157	10	97	0.618	0.689
chr10	7658464	7658622	159	11	109	0.686	0.589
chr10	7661761	7661957	197	17	123	0.624	0.888
chr10	7710725	7711509	785	35	380	0.484	0.806
chr10	7748246	7748434	189	8	99	0.524	0.619
chr10	7748601	7749309	709	73	557	0.786	0.708
chr10	7749638	7750048	411	25	267	0.65	0.629
chr10	7869634	7870856	1223	86	790	0.646	0.68
chr10	7899682	7899790	109	10	69	0.633	0.932
chr10	7900018	7901454	1437	106	871	0.606	0.812
chr10	8091106	8091322	217	30	173	0.797	0.912
chr10	8096721	8096924	204	12	133	0.652	0.554
chr10	8115981	8117501	1521	107	975	0.641	0.688
chr10	8117849	8118385	537	40	345	0.642	0.726
chr10	8119211	8119936	726	37	381	0.525	0.745
chr10	8125061	8126042	982	56	651	0.663	0.532
chr10	8127120	8127475	356	21	208	0.584	0.692
chr10	8129650	8129867	218	13	132	0.606	0.686
chr10	8130827	8131008	182	14	123	0.676	0.703
chr10	8131202	8132173	972	82	633	0.651	0.797
chr10	8132309	8134576	2268	191	1503	0.663	0.776
chr10	8134751	8134868	118	7	69	0.585	0.739
chr10	8135336	8136101	766	61	486	0.634	0.792
chr10	8136325	8136853	529	49	343	0.648	0.881
chr10	8136991	8138336	1346	122	906	0.673	0.802
chr10	8140425	8140769	345	29	245	0.71	0.732
chr10	8157360	8157552	193	10	113	0.585	0.608
chr10	8165633	8165753	121	10	75	0.62	0.862
chr10	8177966	8178066	101	6	56	0.554	0.777
chr10	8243238	8243380	143	9	74	0.517	0.951
chr10	8243951	8244049	99	9	60	0.606	1.008
chr10	8317255	8317504	250	10	127	0.508	0.645
chr10	8413296	8413731	436	16	216	0.495	0.601
chr10	8414353	8414683	331	26	215	0.65	0.751
chr10	8418738	8418948	211	8	97	0.46	0.74
chr10	8595695	8596298	604	37	378	0.626	0.632
chr10	8950539	8951303	765	55	528	0.69	0.606
chr10	9139502	9139649	148	9	78	0.527	0.89
chr10	9265360	9265714	355	34	260	0.732	0.717
chr10	9266299	9266521	223	16	124	0.556	0.978
chr10	9355073	9355837	765	69	572	0.748	0.645
chr10	9489100	9490207	1108	72	699	0.631	0.654
chr10	9959889	9960227	339	13	161	0.475	0.682
chr10	10348234	10348780	547	30	292	0.534	0.795
chr10	10376920	10377528	609	29	350	0.575	0.579
chr10	10732863	10733149	287	21	169	0.589	0.849
chr10	10778696	10778926	231	15	133	0.576	0.794
chr10	11089779	11089901	123	7	53	0.431	1.226
chr10	11099344	11100764	1421	201	1063	0.748	1.029
chr10	11125818	11126080	263	11	144	0.548	0.616
chr10	11128175	11128287	113	8	67	0.593	0.81
chr10	11247166	11247921	756	58	487	0.644	0.741
chr10	11286618	11286776	159	8	95	0.597	0.582
chr10	11338738	11339117	380	14	200	0.526	0.533
chr10	11357759	11357880	122	9	72	0.59	0.853
chr10	11361984	11362431	448	21	275	0.614	0.509
chr10	11383337	11383626	290	18	221	0.762	0.546
chr10	11383846	11384049	204	12	130	0.637	0.591
chr10	11384256	11384429	174	11	101	0.58	0.754
chr10	11397626	11397819	194	13	112	0.577	0.814
chr10	11421807	11422035	229	11	141	0.616	0.508
chr10	11425853	11426863	1011	77	644	0.637	0.751
chr10	11523247	11523765	519	20	281	0.541	0.526
chr10	11525474	11525788	315	14	170	0.54	0.616
chr10	11544483	11545761	1279	63	711	0.556	0.643
chr10	11692749	11693950	1202	148	848	0.705	0.998
chr10	11819121	11819421	301	25	179	0.595	0.944
chr10	11824059	11825313	1255	122	890	0.709	0.778
chr10	11837439	11837868	430	20	245	0.57	0.577
chr10	11845158	11845376	219	14	142	0.648	0.621
chr10	11865789	11866188	400	16	228	0.57	0.504
chr10	11877546	11877688	143	11	91	0.636	1.311
chr10	11886515	11887267	753	39	470	0.624	0.542
chr10	11905169	11905991	823	109	633	0.769	0.905
chr10	11951668	11952605	938	92	694	0.74	0.717
chr10	11974147	11974370	224	9	107	0.478	0.718
